#timestamp,skin_temp
1507309728081, 83.29693205747466
1507309728131, 83.30055349478548
1507309728181, 83.30397184528779
1507309728233, 83.30749839777823
1507309728283, 83.31055552010476
1507309728333, 83.31349362024429
1507309728383, 83.31634599111634
1507309728433, 83.31988502845157
1507309728483, 83.32314190829467
1507309728533, 83.32571545096648
1507309728583, 83.32826818556366
1507309728635, 83.33156751387901
1507309728685, 83.33374986474755
1507309728735, 83.33568418336635
1507309728785, 83.33889861473716
1507309728835, 83.34254169244561
1507309728885, 83.34607240655102
1507309728935, 83.34951489441997
1507309728985, 83.35307890144477
1507309729037, 83.35568573703603
1507309729087, 83.3628403854212
1507309729137, 83.37079323154965
1507309729187, 83.3762541026589
1507309729237, 83.38120975371584
1507309729287, 83.38715004286482
1507309729337, 83.39357307934554
1507309729387, 83.40025163898291
1507309729439, 83.40740711969107
1507309729489, 83.41435451965279
1507309729539, 83.421039737874
1507309729589, 83.42745361880186
1507309729639, 83.43356619880892
1507309729689, 83.43890055682427
1507309729739, 83.44375383215389
1507309729789, 83.44910150733702
1507309729841, 83.45458068955192
1507309729891, 83.45996748391543
1507309729941, 83.46527437527232
1507309729991, 83.47012765060204
1507309730041, 83.47554440859307
1507309730091, 83.47870307432383
1507309730141, 83.47896442374135
1507309730191, 83.47946215288678
1507309730243, 83.47926156304723
1507309730293, 83.47924824587948
1507309730343, 83.47955454073822
1507309730393, 83.48011219713864
1507309730443, 83.47983836287634
1507309730493, 83.47962861748395
1507309730543, 83.47961197102423
1507309730593, 83.47908677522024
1507309730643, 83.47808798763737
1507309730693, 83.47829690070675
1507309730743, 83.47925823375525
1507309730793, 83.47887203588989
1507309730845, 83.47811129268095
1507309730895, 83.47719573739666
1507309730945, 83.47660728504572
1507309730995, 83.47588982263201
1507309731045, 83.47487855020438
1507309731095, 83.4703989878953
1507309731145, 83.4648132683382
1507309731195, 83.46151643699181
1507309731246, 83.45768026035067
1507309731296, 83.45410959474195
1507309731346, 83.44960672738928
1507309731396, 83.44465773491622
1507309731446, 83.43981777675431
1507309731496, 83.43513013369878
1507309731546, 83.42974666862717
1507309731596, 83.42602202326613
1507309731647, 83.42268856970836
1507309731697, 83.41919697478335
1507309731747, 83.416070769649
1507309731797, 83.41243435052446
1507309731848, 83.40936474335312
1507309731898, 83.40670463909078
1507309731948, 83.40335537139626
1507309731998, 83.40029075816288
1507309732048, 83.39663353096367
1507309732097, 83.39318521683387
1507309732147, 83.39041940755236
1507309732197, 83.38837022836152
1507309732248, 83.3852332030284
1507309732298, 83.38245740587105
1507309732348, 83.3795542632969
1507309732398, 83.37692578730804
1507309732448, 83.37432727494665
1507309732498, 83.37160141716845
1507309732548, 83.36911277144117
1507309732598, 83.36715847707075
1507309732649, 83.36506851405362
